er,time
"1,285.02",2009-07-14
"1,272.45",2009-07-13
,2009-07-12
,2009-07-11
"1,262.06",2009-07-10
"1,267.80",2009-07-09
"1,266.41",2009-07-08
"1,256.22",2009-07-07
"1,254.04",2009-07-06
,2009-07-05
,2009-07-04
"1,263.24",2009-07-03
"1,246.71",2009-07-02
"1,257.01",2009-07-01
"1,266.41",2009-06-30
"1,267.70",2009-06-29
,2009-06-28
,2009-06-27
"1,275.12",2009-06-26
"1,267.60",2009-06-25
"1,265.52",2009-06-24
"1,272.65",2009-06-23
"1,255.62",2009-06-22
,2009-06-21
,2009-06-20
"1,250.67",2009-06-19
"1,248.89",2009-06-18
"1,249.48",2009-06-17
"1,253.84",2009-06-16
"1,248.59",2009-06-15
,2009-06-14
,2009-06-13
"1,238.79",2009-06-12
"1,241.46",2009-06-11
"1,244.63",2009-06-10
"1,240.57",2009-06-09
"1,236.02",2009-06-08
,2009-06-07
,2009-06-06
"1,233.35",2009-06-05
"1,229.58",2009-06-04
"1,227.01",2009-06-03
"1,223.35",2009-06-02
"1,241.96",2009-06-01
,2009-05-31
,2009-05-30
"1,247.21",2009-05-29
"1,264.73",2009-05-28
"1,246.91",2009-05-27
"1,245.42",2009-05-26
"1,233.54",2009-05-25
,2009-05-24
,2009-05-23
"1,227.11",2009-05-22
"1,235.33",2009-05-21
"1,240.47",2009-05-20
"1,231.07",2009-05-19
"1,259.78",2009-05-18
,2009-05-17
,2009-05-16
"1,252.85",2009-05-15
"1,236.32",2009-05-14
"1,223.84",2009-05-13
"1,230.08",2009-05-12
"1,225.62",2009-05-11
,2009-05-10
,2009-05-09
"1,249.88",2009-05-08
"1,251.36",2009-05-07
"1,260.27",2009-05-06
,2009-05-05
"1,259.28",2009-05-04
,2009-05-03
,2009-05-02
,2009-05-01
"1,306.80",2009-04-30
"1,342.44",2009-04-29
"1,334.52",2009-04-28
"1,323.14",2009-04-27
,2009-04-26
,2009-04-25
"1,326.60",2009-04-24
"1,335.61",2009-04-23
"1,330.07",2009-04-22
"1,338.68",2009-04-21
"1,328.58",2009-04-20
,2009-04-19
,2009-04-18
"1,313.54",2009-04-17
"1,305.81",2009-04-16
"1,318.49",2009-04-15
"1,314.72",2009-04-14
"1,325.81",2009-04-13
,2009-04-12
,2009-04-11
"1,305.81",2009-04-10
"1,330.56",2009-04-09
"1,321.16",2009-04-08
"1,317.20",2009-04-07
"1,307.79",2009-04-06
,2009-04-05
,2009-04-04
"1,310.27",2009-04-03
"1,349.37",2009-04-02
"1,365.21",2009-04-01
"1,384.02",2009-03-31
"1,350.86",2009-03-30
,2009-03-29
,2009-03-28
"1,300.37",2009-03-27
"1,338.48",2009-03-26
"1,371.45",2009-03-25
"1,370.16",2009-03-24
"1,380.56",2009-03-23
,2009-03-22
,2009-03-21
"1,373.63",2009-03-20
"1,381.55",2009-03-19
"1,398.87",2009-03-18
"1,405.31",2009-03-17
"1,451.84",2009-03-16
,2009-03-15
,2009-03-14
"1,460.75",2009-03-13
"1,466.69",2009-03-12
"1,454.81",2009-03-11
"1,533.81",2009-03-10
"1,529.36",2009-03-09
,2009-03-08
,2009-03-07
"1,563.21",2009-03-06
"1,526.09",2009-03-05
"1,561.23",2009-03-04
"1,577.07",2009-03-03
"1,550.34",2009-03-02
,2009-03-01
,2009-02-28
"1,506.19",2009-02-27
"1,498.37",2009-02-26
"1,490.75",2009-02-25
"1,496.88",2009-02-24
"1,496.39",2009-02-23
,2009-02-22
,2009-02-21
"1,479.56",2009-02-20
"1,455.30",2009-02-19
"1,450.85",2009-02-18
"1,426.69",2009-02-17
"1,395.61",2009-02-16
,2009-02-15
,2009-02-14
"1,386.99",2009-02-13
"1,382.04",2009-02-12
"1,387.49",2009-02-11
"1,375.11",2009-02-10
"1,360.96",2009-02-09
,2009-02-08
,2009-02-07
"1,364.52",2009-02-06
"1,370.66",2009-02-05
"1,362.84",2009-02-04
"1,378.48",2009-02-03
"1,379.07",2009-02-02
,2009-02-01
,2009-01-31
"1,370.96",2009-01-30
"1,356.30",2009-01-29
"1,369.67",2009-01-28
,2009-01-27
,2009-01-26
,2009-01-25
,2009-01-24
"1,379.07",2009-01-23
"1,357.29",2009-01-22
"1,364.22",2009-01-21
"1,365.21",2009-01-20
"1,335.51",2009-01-19
,2009-01-18
,2009-01-17
"1,360.26",2009-01-16
"1,352.64",2009-01-15
"1,329.08",2009-01-14
"1,356.30",2009-01-13
"1,343.43",2009-01-12
,2009-01-11
,2009-01-10
"1,316.21",2009-01-09
"1,302.84",2009-01-08
"1,277.50",2009-01-07
"1,305.12",2009-01-06
"1,298.49",2009-01-05
,2009-01-04
,2009-01-03
"1,296.90",2009-01-02
,2009-01-01
"1,243.44",2008-12-31
"1,243.44",2008-12-30
"1,267.20",2008-12-29
,2008-12-28
,2008-12-27
"1,274.63",2008-12-26
,2008-12-25
"1,301.85",2008-12-24
"1,308.29",2008-12-23
"1,272.85",2008-12-22
,2008-12-21
,2008-12-20
"1,275.12",2008-12-19
"1,286.51",2008-12-18
"1,312.74",2008-12-17
"1,347.39",2008-12-16
"1,338.98",2008-12-15
,2008-12-14
,2008-12-13
"1,342.44",2008-12-12
"1,333.53",2008-12-11
"1,424.61",2008-12-10
"1,426.89",2008-12-09
"1,450.85",2008-12-08
,2008-12-07
,2008-12-06
"1,475.60",2008-12-05
"1,452.33",2008-12-04
"1,448.37",2008-12-03
"1,445.70",2008-12-02
"1,460.06",2008-12-01
,2008-11-30
,2008-11-29
"1,442.53",2008-11-28
"1,468.67",2008-11-27
"1,485.80",2008-11-26
"1,475.01",2008-11-25
"1,483.22",2008-11-24
,2008-11-23
,2008-11-22
"1,499.85",2008-11-21
"1,463.13",2008-11-20
"1,433.52",2008-11-19
"1,406.79",2008-11-18
"1,401.84",2008-11-17
,2008-11-16
,2008-11-15
"1,371.25",2008-11-14
"1,386",2008-11-13
"1,332.54",2008-11-12
"1,335.51",2008-11-11
"1,316.70",2008-11-10
,2008-11-09
,2008-11-08
"1,348.38",2008-11-07
"1,299.68",2008-11-06
"1,248.99",2008-11-05
"1,264.73",2008-11-04
"1,285.82",2008-11-03
,2008-11-02
,2008-11-01
"1,265.72",2008-10-31
"1,310.76",2008-10-30
"1,402.83",2008-10-29
"1,461.54",2008-10-28
"1,408.28",2008-10-27
,2008-10-26
,2008-10-25
"1,402.34",2008-10-24
"1,407.78",2008-10-23
"1,349.37",2008-10-22
"1,308.29",2008-10-21
"1,298.39",2008-10-20
,2008-10-19
,2008-10-18
"1,310.76",2008-10-17
"1,296.90",2008-10-16
"1,213.94",2008-10-15
"1,193.45",2008-10-14
"1,248.89",2008-10-13
,2008-10-12
,2008-10-11
"1,390.95",2008-10-10
"1,422.63",2008-10-09
"1,351.85",2008-10-08
"1,325.12",2008-10-07
"1,235.52",2008-10-06
,2008-10-05
,2008-10-04
,2008-10-03
"1,191.17",2008-10-02
"1,178.01",2008-10-01
"1,207.31",2008-09-30
"1,172.66",2008-09-29
,2008-09-28
,2008-09-27
"1,142.46",2008-09-26
"1,152.36",2008-09-25
"1,141.18",2008-09-24
"1,140.58",2008-09-23
"1,115.73",2008-09-22
,2008-09-21
,2008-09-20
"1,117.71",2008-09-19
"1,130.49",2008-09-18
"1,134.05",2008-09-17
"1,129.10",2008-09-16
,2008-09-15
,2008-09-14
,2008-09-13
"1,092.37",2008-09-12
"1,093.46",2008-09-11
"1,074.95",2008-09-10
"1,089.70",2008-09-09
"1,088.01",2008-09-08
,2008-09-07
,2008-09-06
"1,130.68",2008-09-05
"1,132.27",2008-09-04
"1,141.97",2008-09-03
"1,101.78",2008-09-02
"1,087.82",2008-09-01
,2008-08-31
,2008-08-30
"1,077.42",2008-08-29
"1,071.68",2008-08-28
"1,071.98",2008-08-27
"1,074.75",2008-08-26
"1,063.36",2008-08-25
,2008-08-24
,2008-08-23
"1,045.15",2008-08-22
"1,040.20",2008-08-21
"1,038.22",2008-08-20
"1,035.25",2008-08-19
"1,032.87",2008-08-18
,2008-08-17
,2008-08-16
,2008-08-15
"1,027.23",2008-08-14
"1,026.93",2008-08-13
"1,022.58",2008-08-12
"1,023.86",2008-08-11
,2008-08-10
,2008-08-09
"1,012.08",2008-08-08
"1,005.05",2008-08-07
"1,006.14",2008-08-06
"1,006.64",2008-08-05
"1,006.64",2008-08-04
,2008-08-03
,2008-08-02
"1,003.27",2008-08-01
"1,000.89",2008-07-31
997.03,2008-07-30
"1,000.80",2008-07-29
996.34,2008-07-28
,2008-07-27
,2008-07-26
997.73,2008-07-25
999.11,2008-07-24
"1,003.17",2008-07-23
"1,007.53",2008-07-22
"1,005.15",2008-07-21
,2008-07-20
,2008-07-19
"1,002.78",2008-07-18
998.52,2008-07-17
996.84,2008-07-16
996.24,2008-07-15
991.79,2008-07-14
,2008-07-13
,2008-07-12
992.68,2008-07-11
989.51,2008-07-10
"1,017.13",2008-07-09
"1,021.19",2008-07-08
"1,029.01",2008-07-07
,2008-07-06
,2008-07-05
"1,036.83",2008-07-04
"1,026.24",2008-07-03
"1,038.81",2008-07-02
"1,034.95",2008-07-01
"1,035.64",2008-06-30
,2008-06-29
,2008-06-28
"1,033.96",2008-06-27
"1,024.95",2008-06-26
"1,024.26",2008-06-25
"1,026.83",2008-06-24
"1,021.39",2008-06-23
,2008-06-22
,2008-06-21
"1,015.25",2008-06-20
"1,016.73",2008-06-19
"1,009.21",2008-06-18
"1,027.43",2008-06-17
"1,031.98",2008-06-16
,2008-06-15
,2008-06-14
"1,023.96",2008-06-13
"1,017.72",2008-06-12
"1,017.03",2008-06-11
"1,021.78",2008-06-10
"1,018.71",2008-06-09
,2008-06-08
,2008-06-07
,2008-06-06
"1,011.29",2008-06-05
"1,003.57",2008-06-04
"1,008.22",2008-06-03
"1,018.22",2008-06-02
,2008-06-01
,2008-05-31
"1,016.73",2008-05-30
"1,024.16",2008-05-29
"1,026.14",2008-05-28
"1,039.31",2008-05-27
"1,038.32",2008-05-26
,2008-05-25
,2008-05-24
"1,034.06",2008-05-23
"1,032.67",2008-05-22
"1,039.31",2008-05-21
"1,030.20",2008-05-20
"1,027.33",2008-05-19
,2008-05-18
,2008-05-17
"1,031.19",2008-05-16
"1,039.31",2008-05-15
"1,036.44",2008-05-14
"1,028.52",2008-05-13
,2008-05-12
,2008-05-11
,2008-05-10
"1,037.72",2008-05-09
"1,030.89",2008-05-08
"1,008.72",2008-05-07
998.42,2008-05-06
,2008-05-05
,2008-05-04
,2008-05-03
992.18,2008-05-02
,2008-05-01
992.08,2008-04-30
989.11,2008-04-29
986.14,2008-04-28
,2008-04-27
,2008-04-26
981.59,2008-04-25
980.5,2008-04-24
989.41,2008-04-23
984.06,2008-04-22
985.85,2008-04-21
,2008-04-20
,2008-04-19
988.12,2008-04-18
976.54,2008-04-17
984.56,2008-04-16
973.67,2008-04-15
967.93,2008-04-14
963.67,2008-04-11
967.63,2008-04-10
,2008-04-09
965.35,2008-04-08
965.45,2008-04-07
968.42,2008-04-04
962.28,2008-04-03
968.03,2008-04-02
976.84,2008-04-01
981.99,2008-03-31
979.81,2008-03-28
985.95,2008-03-27
969.41,2008-03-26
978.92,2008-03-25
992.28,2008-03-24
995.05,2008-03-21
"1,003.27",2008-03-20
995.75,2008-03-19
"1,017.13",2008-03-18
"1,005.75",2008-03-17
974.26,2008-03-14
970.01,2008-03-13
955.16,2008-03-12
966.84,2008-03-11
947.63,2008-03-10
948.52,2008-03-07
939.91,2008-03-06
937.24,2008-03-05
938.13,2008-03-04
935.85,2008-03-03
928.43,2008-02-29
927.34,2008-02-28
936.15,2008-02-27
937.04,2008-02-26
937.83,2008-02-25
939.22,2008-02-22
937.63,2008-02-21
935.16,2008-02-20
935.06,2008-02-19
935.75,2008-02-18
937.73,2008-02-15
934.37,2008-02-14
934.17,2008-02-13
936.15,2008-02-12
936.15,2008-02-11
,2008-02-08
,2008-02-07
,2008-02-06
932.88,2008-02-05
931.69,2008-02-04
933.28,2008-02-01
937.14,2008-01-31
934.07,2008-01-30
937.73,2008-01-29
939.12,2008-01-28
937.14,2008-01-25
940.31,2008-01-24
939.42,2008-01-23
945.75,2008-01-22
935.95,2008-01-21
940.11,2008-01-18
933.67,2008-01-17
928.82,2008-01-16
924.86,2008-01-15
927.54,2008-01-14
925.16,2008-01-11
927.34,2008-01-10
931.59,2008-01-09
931.1,2008-01-08
932.68,2008-01-07
927.83,2008-01-04
929.81,2008-01-03
923.67,2008-01-02
