,time,096770,010950,009830,020560,003490,004870
1533,2013-03-12,167500,95400,20250,5840,42450,1845
1534,2013-03-11,169000,95800,20250,5770,42500,1870
1535,2013-03-08,169000,95900,20600,5820,43300,1880
1536,2013-03-07,169500,95900,20800,5880,43700,1880
1537,2013-03-06,170000,96100,20350,5910,44000,1995
1538,2013-03-05,172000,96500,20400,5920,44000,2000
1539,2013-03-04,175500,96800,19950,5910,43800,2020
1540,2013-02-28,178000,99900,19900,5950,44200,2015
1541,2013-02-27,175500,99900,19350,5900,43950,2030
1542,2013-02-26,177000,100000,19300,5910,43950,1825
1543,2013-02-25,176500,100500,19300,5970,44250,1830
1544,2013-02-22,177000,100500,19150,6000,44700,1890
1545,2013-02-21,176500,98700,18900,6020,44450,1890
1546,2013-02-20,179000,99900,19250,6030,45050,1890
1547,2013-02-19,177500,99300,19100,5930,44200,1925
1548,2013-02-18,177000,98100,18950,5960,44200,1905
1549,2013-02-15,177000,98200,18950,5980,44200,1900
1550,2013-02-14,178000,98400,18900,5960,44700,1840
1551,2013-02-13,177000,96600,18800,5970,44650,1845
1552,2013-02-12,169500,93100,18550,5900,44050,1700
1553,2013-02-08,168000,93100,18450,5950,44000,1660
1554,2013-02-07,166000,92500,18500,5870,43850,1670
1555,2013-02-06,168000,91500,18400,5840,43900,1725
1556,2013-02-05,170500,93500,18600,5860,44000,1740
1557,2013-02-04,168500,94600,18850,5940,44450,1795
1558,2013-02-01,168500,95200,19000,5950,44650,1895
1559,2013-01-31,171500,97900,19250,6030,45450,1870
1560,2013-01-30,172500,99800,19000,6070,45500,1895
1561,2013-01-29,172000,99000,19300,6090,45500,1970
1562,2013-01-28,171500,98800,19400,6080,45200,1880
1563,2013-01-25,169500,98500,19150,6070,44750,1975
1564,2013-01-24,170000,98400,19100,6110,44900,1970
1565,2013-01-23,168500,98000,18900,6190,45100,2030
1566,2013-01-22,166000,97500,18850,6170,45400,1835
1567,2013-01-21,169000,98400,19200,6120,45650,1785
1568,2013-01-18,164000,97400,19400,6180,45600,1830
1569,2013-01-17,164500,97000,18950,6200,46000,1830
1570,2013-01-16,164500,97000,19100,6170,45900,1890
1571,2013-01-15,163000,96800,19600,6220,47100,1880
1572,2013-01-14,165500,97400,20150,6330,47550,1980
1573,2013-01-11,169000,97600,20400,6470,48150,1990
1574,2013-01-10,171000,98500,20550,6490,48350,2030
1575,2013-01-09,171000,98400,20050,6340,47300,2030
1576,2013-01-08,174500,100000,19800,6320,47650,2010
1577,2013-01-07,178500,102500,19600,6420,48400,2030
1578,2013-01-04,182000,105000,20300,6530,48400,1995
1579,2013-01-03,182000,105500,20000,6420,47300,2000
1580,2013-01-02,179000,105500,18950,6260,46500,2075
1581,2012-12-28,174000,104000,18350,6190,45300,2060
1582,2012-12-27,173500,105500,18350,6160,45150,2020
1583,2012-12-26,173500,106500,18650,6120,44900,1955
1584,2012-12-24,173500,106000,18500,6140,44750,2025
1585,2012-12-21,173500,106000,18550,6190,45000,2095
1586,2012-12-20,175000,107500,18600,6230,45300,2160
1587,2012-12-18,173500,107000,18600,6260,46000,2215
1588,2012-12-17,170000,106000,18550,6140,44950,2275
1589,2012-12-14,173500,106500,18500,6240,45500,2335
1590,2012-12-13,174500,105500,18450,6300,45950,2340
1591,2012-12-12,172500,103500,17950,6230,45500,2360
1592,2012-12-11,170500,102000,17900,6070,44900,2300
1593,2012-12-10,169000,100500,17600,5900,43750,2445
1594,2012-12-07,167500,100000,17350,5980,44250,2405
1595,2012-12-06,168500,99900,17100,6010,44850,2445
1596,2012-12-05,164500,96700,16600,5980,44900,2415
1597,2012-12-04,164500,96800,16400,6000,44300,2435
1598,2012-12-03,164500,97500,16550,5960,44050,2400
1599,2012-11-30,165500,97900,16700,6030,44950,2455
1600,2012-11-29,164000,97200,16850,5960,44950,2530
1601,2012-11-28,161000,99300,16400,5800,44350,2550
1602,2012-11-27,162500,99100,16500,5900,44500,2510
1603,2012-11-26,158000,97500,16100,5870,44000,2605
1604,2012-11-23,157000,96800,16550,5860,44250,2600
1605,2012-11-22,156000,97100,16600,5980,45100,2610
1606,2012-11-21,156000,95900,16600,5960,45150,2650
1607,2012-11-20,158500,97200,17050,6170,46000,2520
1608,2012-11-19,158000,97100,17200,6170,45650,2500
1609,2012-11-16,156500,96000,16850,6220,45100,2380
1610,2012-11-15,156000,96200,16950,6270,46300,2640
1611,2012-11-14,158500,96100,17100,6270,47150,2770
1612,2012-11-13,157500,95300,17350,6220,47450,2800
1613,2012-11-12,159000,96700,17750,6410,47650,2630
1614,2012-11-09,161000,96900,17950,6450,48200,2560
1615,2012-11-08,161500,97700,18150,6400,47050,2540
1616,2012-11-07,166000,100000,18550,6310,47850,2615
1617,2012-11-06,165500,101000,18150,6390,47950,2545
1618,2012-11-05,162000,100000,17700,6190,47800,2550
1619,2012-11-02,163500,99500,17950,6190,47700,2590
1620,2012-11-01,160000,98300,17900,6170,47750,2700
1621,2012-10-31,160500,99900,18100,6300,48950,2700
1622,2012-10-30,158500,96800,17900,6300,48950,2720
1623,2012-10-29,154500,95400,17850,6280,48950,2715
1624,2012-10-26,157500,95700,17950,6450,48850,2535
1625,2012-10-25,157500,96700,18050,6600,50400,2525
1626,2012-10-24,158000,98900,17950,6700,50000,2510
1627,2012-10-23,162000,99700,18100,6630,50100,2700
1628,2012-10-22,162500,101000,18300,6690,49700,2770
1629,2012-10-19,165000,102000,18650,6780,49750,2800
1630,2012-10-18,163500,103000,18850,6970,49750,2795
1631,2012-10-17,159000,100500,19050,6940,49750,2790
1632,2012-10-16,154000,98300,18550,6850,48200,2795
1633,2012-10-15,151000,97600,18300,6740,46650,2760
1634,2012-10-12,156000,99600,18700,6750,47000,2780
1635,2012-10-11,158500,100000,19400,6880,47150,2670
1636,2012-10-10,160000,101000,20100,6780,47250,2755
1637,2012-10-09,159500,102000,20450,6940,48050,3185
1638,2012-10-08,159500,101500,20450,6860,47750,3185
1639,2012-10-05,162500,103000,21000,6880,47950,3045
1640,2012-10-04,163500,103500,21200,7000,48300,2695
1641,2012-10-02,167500,105000,21050,6960,47500,2345
1642,2012-09-28,168500,106000,21350,6940,47550,2205
1643,2012-09-27,168500,105000,21700,7020,49250,2155
1644,2012-09-26,166000,104000,21600,7070,49550,2160
1645,2012-09-25,166500,105000,22100,7000,50100,2170
1646,2012-09-24,167000,104000,21950,7110,51000,2190
1647,2012-09-21,168500,105000,22500,7040,50300,2245
1648,2012-09-20,167000,104500,22200,7130,50300,2265
1649,2012-09-19,174500,108000,22700,7050,49500,2300
1650,2012-09-18,177000,110500,22650,6790,48250,2270
1651,2012-09-17,176000,110000,22100,6870,48100,2325
1652,2012-09-14,176000,109500,22000,6960,49250,2300
1653,2012-09-13,168500,106000,20800,6910,50000,2310
1654,2012-09-12,170000,106000,20750,7150,50000,2305
1655,2012-09-11,168000,105500,20500,7130,48900,2315
1656,2012-09-10,168000,107500,21200,7350,49400,2390
1657,2012-09-07,170000,107500,21000,7470,49300,2310
1658,2012-09-06,164500,103500,20300,7410,48750,2385
1659,2012-09-05,165000,103500,20400,7550,48100,2360
1660,2012-09-04,167500,105500,21000,7580,48600,2100
1661,2012-09-03,168000,104500,20800,7640,47700,2060
1662,2012-08-31,163500,103000,20900,7720,47500,2140
1663,2012-08-30,165500,104500,21000,7750,47450,2170
1664,2012-08-29,173000,107500,21400,7790,46800,2210
1665,2012-08-28,173000,107000,21050,7760,47800,2205
1666,2012-08-27,173500,108500,21300,7770,48500,2210
1667,2012-08-24,169500,105500,21200,7730,48150,2285
1668,2012-08-23,170000,106000,21450,7790,48850,2330
1669,2012-08-22,170000,107000,21750,7790,48600,2260
1670,2012-08-21,168500,108000,21800,7680,48500,2270
1671,2012-08-20,170000,108000,22150,7650,49500,2280
1672,2012-08-17,172000,110500,21950,7470,48950,2165
1673,2012-08-16,169500,108000,21850,7480,50300,2195
1674,2012-08-14,168500,108500,21950,7390,50600,2200
1675,2012-08-13,164000,106000,21800,7500,49350,2165
1676,2012-08-10,168000,107000,22000,7600,49200,2125
1677,2012-08-09,168000,107500,22300,7670,48750,2155
1678,2012-08-08,167000,105000,22000,7650,48200,2110
1679,2012-08-07,165500,102000,21500,7640,48600,2125
1680,2012-08-06,163500,101500,21750,7570,48650,2210
1681,2012-08-03,156000,97700,21100,7440,48350,2280
1682,2012-08-02,157000,97400,20950,7470,49000,2210
1683,2012-08-01,157000,95700,20800,7450,49000,2220
1684,2012-07-31,155500,96200,20950,7420,48300,2255
1685,2012-07-30,152500,95500,20550,7400,47800,2560
1686,2012-07-27,150000,95300,20550,7340,49350,2230
1687,2012-07-26,143000,91800,20100,7350,48350,2225
1688,2012-07-25,143000,91900,19750,7200,49100,2500
1689,2012-07-24,143000,93000,20000,7300,49650,2285
1690,2012-07-23,144000,94600,20450,7300,49550,2400
1691,2012-07-20,148000,96200,20950,7450,50600,2560
1692,2012-07-19,147000,96800,20800,7470,51800,2680
1693,2012-07-18,143500,94500,20700,7350,51300,2955
1694,2012-07-17,147000,95900,21300,7370,51000,3140
1695,2012-07-16,143000,93100,21200,7400,51400,3150
1696,2012-07-13,143000,92600,21400,7300,50300,3070
1697,2012-07-12,138000,91700,21250,7040,50300,3050
1698,2012-07-11,142000,93800,21750,7140,50800,3260
1699,2012-07-10,140500,94500,21300,7060,51400,3195
1700,2012-07-09,142000,94700,21800,7170,51400,3070
1701,2012-07-06,147000,95400,22300,7140,51700,3040
1702,2012-07-05,147500,95500,22750,7130,51600,3180
1703,2012-07-04,147500,94800,22450,7260,51600,3020
1704,2012-07-03,148000,94900,22600,7400,51300,3110
1705,2012-07-02,141500,93100,21350,7310,49700,3160
1706,2012-06-29,138000,90800,21100,7430,50300,3365
1707,2012-06-28,131500,89200,20750,7550,50300,3280
1708,2012-06-27,132000,90000,20500,7550,49850,2855
1709,2012-06-26,134000,90800,20550,7460,49350,2485
1710,2012-06-25,139000,90900,20750,7420,49200,2375
1711,2012-06-22,140500,91900,20500,7440,49400,2200
1712,2012-06-21,144500,93600,21150,7460,49250,2200
1713,2012-06-20,149500,95500,21200,7030,47450,2120
1714,2012-06-19,148000,95400,21100,7050,47300,2115
1715,2012-06-18,150500,96800,20800,7080,47650,2125
1716,2012-06-15,149000,94700,20200,6880,47300,2110
1717,2012-06-14,144500,92700,20450,6910,47250,2130
1718,2012-06-13,141000,92800,20300,6910,46900,2140
1719,2012-06-12,142500,93200,20100,6910,46650,2100
1720,2012-06-11,143000,94600,20350,6960,47400,2165
1721,2012-06-08,134000,90900,19350,6860,46300,2235
1722,2012-06-07,133000,90400,19550,6950,46900,2170
1723,2012-06-05,129000,88600,19350,6850,46500,2170
1724,2012-06-04,125500,87100,19500,6500,44500,2300
1725,2012-06-01,136000,91000,20300,6720,45750,2220
1726,2012-05-31,140000,92700,20650,6370,45200,2040
1727,2012-05-30,144000,93600,21000,6370,45200,2070
1728,2012-05-29,145000,94400,21350,6500,45800,2120
1729,2012-05-25,141500,92400,20550,6490,45200,2105
1730,2012-05-24,138500,91000,20250,6390,44450,2100
1731,2012-05-23,138500,91000,20350,6380,44000,2055
1732,2012-05-22,142500,93000,20800,6530,44600,2065
1733,2012-05-21,140500,92600,20650,6330,44050,2000
1734,2012-05-18,138500,93600,20550,6140,43600,1825
1735,2012-05-17,144000,96000,21250,6470,45800,2040
1736,2012-05-16,135500,92300,21150,6420,44850,2060
1737,2012-05-15,139000,92700,21100,6560,45500,2025
1738,2012-05-14,143000,94300,21400,6720,46600,2230
1739,2012-05-11,144000,94900,21700,6790,47500,2400
1740,2012-05-10,148500,96300,21850,6890,49000,2330
1741,2012-05-09,149500,97200,22000,6780,48450,2500
1742,2012-05-08,155000,100000,22500,6900,48350,2505
1743,2012-05-07,153500,98000,22700,6730,47750,2510
1744,2012-05-04,161000,102500,23600,6750,48200,2630
1745,2012-05-03,160000,102000,23100,6610,45700,2710
1746,2012-05-02,160500,101000,23000,6390,45600,2360
1747,2012-04-30,158000,97900,22300,6410,44500,2300
1748,2012-04-27,163500,99300,22350,6400,44150,2450
1749,2012-04-26,162000,99200,22550,6350,43950,2625
1750,2012-04-25,161500,100000,23000,6410,44950,2285
1751,2012-04-24,163500,101500,23750,6420,45650,2580
1752,2012-04-23,166500,103500,24150,6580,46950,3035
1753,2012-04-20,166000,103500,24500,6610,46150,3565
1754,2012-04-19,167000,103500,25000,6720,47200,3100
1755,2012-04-18,173500,108000,25450,6770,47050,3100
1756,2012-04-17,172000,107000,25250,6750,47400,3100
1757,2012-04-16,172000,110000,25800,6820,48100,3100
1758,2012-04-13,170500,112000,26050,6980,50500,3100
1759,2012-04-12,166000,109500,25300,6810,49300,3100
1760,2012-04-10,162000,108000,24800,6900,49700,3100
1761,2012-04-09,160000,107000,24550,6900,49050,3100
1762,2012-04-06,160000,108000,25100,7010,50000,3100
1763,2012-04-05,158500,107000,25500,7010,50000,3100
1764,2012-04-04,160500,107000,25550,7000,50500,3100
1765,2012-04-03,165500,111500,26300,7060,51300,3100
1766,2012-04-02,164500,111000,26600,7080,51600,3100
1767,2012-03-30,165500,112000,26850,7030,50000,3100
1768,2012-03-29,162500,111500,26050,7000,50500,3100
1769,2012-03-28,161500,112000,25850,7020,49300,3100
1770,2012-03-27,163500,113500,26250,7140,51000,3100
1771,2012-03-26,165500,114000,26100,7110,50700,3100
1772,2012-03-23,170500,118000,26400,7270,51500,3100
1773,2012-03-22,169000,117000,26000,7310,51800,3100
1774,2012-03-21,171000,118000,26550,7510,53700,3100
1775,2012-03-20,175000,122000,26900,7570,54100,3100
1776,2012-03-19,169500,118500,27200,7690,54600,3100
1777,2012-03-16,168000,119500,27300,7780,55300,3100
1778,2012-03-15,169000,117000,26550,7620,55400,3100
1779,2012-03-14,174000,121500,26900,7520,56200,3100
1780,2012-03-13,174500,123000,27150,7260,54800,3100
1781,2012-03-12,170500,119000,26900,7220,54700,3100
1782,2012-03-09,173500,122000,27500,7340,55600,3100
1783,2012-03-08,176000,124000,27250,7410,54900,3100
1784,2012-03-07,173500,122000,26850,7200,51600,3100
1785,2012-03-06,177500,126000,27200,7200,51600,3100
1786,2012-03-05,180500,125000,27750,7450,53000,3100
1787,2012-03-02,186000,125500,28300,7380,52500,3100
1788,2012-02-29,185500,125500,27900,7300,52800,3100
1789,2012-02-28,184000,127500,27650,7260,51600,3100
1790,2012-02-27,184500,125500,28550,7100,50000,3100
1791,2012-02-24,190500,132000,29700,7260,52800,3100
1792,2012-02-23,193000,136500,28600,7320,52400,3100
1793,2012-02-22,193500,136500,29250,7450,52800,3100
1794,2012-02-21,189000,130500,30150,7410,53000,3100
1795,2012-02-20,188500,131500,30700,7750,56600,3100
1796,2012-02-17,186500,130000,30200,7970,58100,3100
1797,2012-02-16,186000,131000,29400,7900,56800,3100
1798,2012-02-15,189500,135500,30350,8130,57800,3100
1799,2012-02-14,187000,134500,29950,8080,56300,3100
1800,2012-02-13,191000,137000,30600,8090,56200,3100
1801,2012-02-10,189500,138000,30250,8190,56900,3100
1802,2012-02-09,194000,144500,32900,8320,57500,3100
1803,2012-02-08,189000,138000,31300,8200,57100,3100
1804,2012-02-07,183500,130500,30650,7810,54500,3100
1805,2012-02-06,182500,127500,31100,7990,55900,3100
1806,2012-02-03,181000,129500,31450,8080,55600,3100
1807,2012-02-02,177500,125000,30800,8130,56400,3100
1808,2012-02-01,172000,120500,30000,7730,54100,3100
1809,2012-01-31,170000,122000,28950,7380,50900,3100
1810,2012-01-30,166500,123000,28150,7370,50600,3100
1811,2012-01-27,172000,122500,29400,7460,50300,3100
1812,2012-01-26,171500,122000,29300,7250,48600,3100
1813,2012-01-25,168000,118500,28000,7250,47300,3100
1814,2012-01-20,167500,119000,28250,7300,47550,3100
1815,2012-01-19,157000,115500,27800,7210,47100,3100
1816,2012-01-18,156500,116000,27050,7170,46450,3100
1817,2012-01-17,159000,115000,26850,7060,47000,3100
1818,2012-01-16,156000,112000,25700,6760,45050,3100
1819,2012-01-13,157000,113000,26400,6760,44500,3100
1820,2012-01-12,158000,113000,26750,6740,42850,3100
1821,2012-01-11,156500,109500,24850,6630,42450,3100
1822,2012-01-10,159000,112000,25100,6420,42900,3100
1823,2012-01-09,155500,109500,24750,6320,42600,3100
1824,2012-01-06,153500,109000,25000,6350,43150,3100
1825,2012-01-05,154500,109500,25050,6360,44000,3100
1826,2012-01-04,150500,105000,24800,6440,44400,3100
1827,2012-01-03,149500,105000,25150,6500,44700,3100
1828,2012-01-02,140500,100500,24400,6380,43500,3100
1829,2011-12-29,142000,100000,24600,6450,43500,3100
1830,2011-12-28,143000,101000,24550,6350,42400,3100
1831,2011-12-27,144000,106000,24350,6310,42800,3100
1832,2011-12-26,148000,107000,25150,6510,43550,3100
1833,2011-12-23,151000,107000,25450,6710,43700,3100
1834,2011-12-22,148500,104000,25100,6690,43700,3100
1835,2011-12-21,148000,105000,25300,6740,43700,3100
1836,2011-12-20,142000,99700,24250,6640,42750,2790
1837,2011-12-19,139500,98200,24000,6540,42200,2965
1838,2011-12-16,149000,103000,25400,6940,45600,2580
1839,2011-12-15,149000,101000,25100,6920,46050,2640
1840,2011-12-14,160000,106000,26300,7060,46850,2790
1841,2011-12-13,161500,107000,26700,7050,47500,3280
1842,2011-12-12,169000,112500,27500,7170,48800,3390
1843,2011-12-09,167000,111000,27850,7120,48250,3360
1844,2011-12-08,173000,115000,28250,7300,48400,3950
1845,2011-12-07,176500,117000,27750,7200,47450,3435
1846,2011-12-06,174500,115000,27400,7100,45950,2990
1847,2011-12-05,174500,116500,28800,7210,47000,2830
1848,2011-12-02,173500,115000,28800,7250,46700,2770
1849,2011-12-01,175500,116500,28450,7280,47200,3030
1850,2011-11-30,162000,106000,25550,7160,45900,3060
1851,2011-11-29,166500,108500,26300,7130,45500,3030
1852,2011-11-28,164000,107000,25000,6900,45150,2900
1853,2011-11-25,159500,103500,23750,6860,43850,2525
1854,2011-11-24,161000,107000,24600,7000,44150,2965
1855,2011-11-23,159500,103500,25800,6940,42500,2765
1856,2011-11-22,163500,109000,27200,7000,42100,2415
1857,2011-11-21,164500,109000,27000,7020,42700,2320
1858,2011-11-18,169500,115000,27900,7140,42750,2425
1859,2011-11-17,176500,118500,28650,7130,43750,2670
1860,2011-11-16,172000,114000,27950,7050,43900,2650
1861,2011-11-15,178500,119500,28850,7170,44500,2850
1862,2011-11-14,181500,122500,29900,7380,45300,2800
1863,2011-11-11,174500,118500,27300,7290,44850,2815
1864,2011-11-10,165500,115000,26550,7030,43150,2685
1865,2011-11-09,177500,123500,29050,7640,46750,3010
1866,2011-11-08,176000,123000,29050,7620,47100,3245
1867,2011-11-07,172500,123000,30100,7820,49150,3130
1868,2011-11-04,174500,123500,29200,7920,49200,2725
1869,2011-11-03,161500,116000,27500,7760,47800,2370
1870,2011-11-02,166500,119000,28600,8020,48600,2290
1871,2011-11-01,167000,116500,28850,8040,49400,2315
1872,2011-10-31,170500,117500,29500,8110,50000,2380
1873,2011-10-28,177500,119000,30000,8200,52100,2350
1874,2011-10-27,175500,121000,29800,8310,52000,2310
1875,2011-10-26,169000,116000,27250,7970,50200,2220
1876,2011-10-25,165000,110000,26700,8120,50200,2245
1877,2011-10-24,169000,112000,27250,8310,51100,2360
1878,2011-10-21,160500,104500,26250,7810,47000,2455
1879,2011-10-20,152500,100500,24950,7710,46750,2560
1880,2011-10-19,163000,110500,26450,8290,49800,2480
1881,2011-10-18,162000,111000,27000,8240,48500,2450
1882,2011-10-17,159500,110500,28200,8470,50300,2455
1883,2011-10-14,151000,101500,28100,8290,48600,2500
1884,2011-10-13,146500,102000,27350,8360,49000,2610
1885,2011-10-12,148500,104000,26500,7620,44300,2645
1886,2011-10-11,145500,102000,26300,7650,45100,2695
1887,2011-10-10,141000,98200,26500,7550,44500,2520
1888,2011-10-07,140000,98900,25650,7520,45000,2480
1889,2011-10-06,133000,91000,22800,7180,41850,2625
1890,2011-10-05,122500,82600,22000,6720,38550,2585
1891,2011-10-04,128000,93900,23800,7110,40500,3040
1892,2011-09-30,142000,105000,25950,7750,44200,3475
1893,2011-09-29,143000,106000,26700,7500,43750,3545
1894,2011-09-28,140000,103500,25850,7090,43000,3150
1895,2011-09-27,145500,107000,25450,7180,44250,3290
1896,2011-09-26,133500,98500,23400,6600,41200,3525
1897,2011-09-23,144500,107000,26500,7590,43250,3750
1898,2011-09-22,158000,113000,29200,8650,49750,3665
1899,2011-09-21,170000,122000,31100,9090,53600,3780
1900,2011-09-20,166500,120500,31000,9040,53600,3880
1901,2011-09-19,165000,120000,29700,9150,54400,4015
1902,2011-09-16,168500,125000,30250,9400,55900,3950
1903,2011-09-15,164000,121500,28350,9190,55400,4055
1904,2011-09-14,155000,109000,28650,9480,56200,4210
1905,2011-09-09,162000,112000,30600,9950,58600,4240
1906,2011-09-08,157500,111000,32050,10100,59200,4150
1907,2011-09-07,156500,112000,33950,10300,59000,4185
1908,2011-09-06,145500,105500,32850,9730,54900,3870
1909,2011-09-05,146000,105500,32900,9600,53100,4150
1910,2011-09-02,164000,118000,36300,9950,55500,4400
1911,2011-09-01,168500,122500,36900,10050,56800,4600
1912,2011-08-31,169000,122000,36700,10100,58100,4695
1913,2011-08-30,164500,117500,35800,9990,57700,4385
1914,2011-08-29,165500,121000,36300,10100,57900,3815
1915,2011-08-26,154500,113500,32500,9790,56200,3590
1916,2011-08-25,148000,109000,31000,9630,55400,3605
1917,2011-08-24,146000,106000,31700,9780,56400,3620
1918,2011-08-23,147000,107500,31500,9990,57600,3760
1919,2011-08-22,132000,94500,27400,9500,55700,3750
1920,2011-08-19,143000,103000,30300,9890,55200,3975
1921,2011-08-18,165000,119500,35600,10050,59000,4220
1922,2011-08-17,167000,122000,38050,10250,61800,4335
1923,2011-08-16,164000,121500,37650,9920,62100,4300
1924,2011-08-12,153500,110000,35350,9500,61300,4300
1925,2011-08-11,162000,119000,38300,9380,63300,4370
1926,2011-08-10,159500,117500,37500,9440,64200,4480
1927,2011-08-09,174500,127500,37000,9250,64300,4185
1928,2011-08-08,178500,129500,38100,9900,65200,4920
1929,2011-08-05,185000,130500,39800,9890,65900,5780
1930,2011-08-04,196000,141500,44200,10450,67200,6030
1931,2011-08-03,213000,154500,48000,10650,66000,6300
1932,2011-08-02,216500,153000,48400,10550,65900,7000
1933,2011-08-01,223000,156500,48450,11000,67500,6090
1934,2011-07-29,218000,149000,46500,10600,67200,5300
1935,2011-07-28,222500,159000,48000,11050,68500,5400
1936,2011-07-27,221500,160000,48250,11600,68400,4705
1937,2011-07-26,217000,159000,47350,11500,69200,4095
1938,2011-07-25,207500,153000,46150,11700,70800,4000
1939,2011-07-22,213000,153500,46600,11650,71500,4155
1940,2011-07-21,207500,143500,46050,11700,71400,3615
1941,2011-07-20,209500,140000,46600,11950,71400,3545
1942,2011-07-19,206500,140500,48500,11600,70100,3830
1943,2011-07-18,219000,146500,50000,11400,69000,3960
1944,2011-07-15,222000,153000,49950,11250,70000,4120
1945,2011-07-14,219500,155000,48500,11100,69900,3900
1946,2011-07-13,215500,151000,49200,11100,72000,4120
1947,2011-07-12,210500,146000,49100,10500,70800,4290
1948,2011-07-11,211500,146500,50800,10450,71400,4650
1949,2011-07-08,214500,153000,51400,10450,70700,4830
1950,2011-07-07,210000,149500,51400,10700,71200,4925
1951,2011-07-06,207000,150500,48900,10700,72000,5040
1952,2011-07-05,208500,144500,48900,10600,71700,5000
1953,2011-07-04,209000,143000,49000,10650,72300,5000
1954,2011-07-01,208000,141000,50100,10400,70100,5000
1955,2011-06-30,200500,137500,50400,9870,69700,5200
1956,2011-06-29,202500,140000,50200,10100,70100,4940
1957,2011-06-28,196000,134000,48000,10250,70100,5060
1958,2011-06-27,196500,133000,49000,10100,70200,5230
1959,2011-06-24,197500,136500,50500,10200,70200,5680
1960,2011-06-23,206500,138500,50500,9890,67300,5410
1961,2011-06-22,212500,143000,49800,9400,66800,6040
1962,2011-06-21,208000,140500,49700,9620,68900,7100
1963,2011-06-20,209000,143000,48300,9650,68600,7220
1964,2011-06-17,220500,150000,50800,9570,67100,7740
1965,2011-06-16,219000,145500,51000,9760,67000,8060
1966,2011-06-15,229000,152000,50900,9870,67100,7840
1967,2011-06-14,229000,148000,50800,9400,65000,6960
1968,2011-06-13,220000,143500,47800,9300,64400,7400
1969,2011-06-10,222500,143000,46200,9160,64100,7210
1970,2011-06-09,222500,143500,46800,9410,64700,6270
1971,2011-06-08,224000,141000,45000,9620,63800,5460
1972,2011-06-07,219500,141000,44650,9520,62800,5500
1973,2011-06-03,233000,146000,48400,9480,62300,6000
1974,2011-06-02,235500,154000,48500,9340,63000,5300
1975,2011-06-01,236000,155000,49150,9370,63000,5170
1976,2011-05-31,233000,153000,48950,9250,63200,4500
1977,2011-05-30,225000,149500,44650,9120,62600,4200
1978,2011-05-27,223000,146000,42600,9230,62800,4395
1979,2011-05-26,222500,144000,43200,9200,63500,4200
1980,2011-05-25,208000,138000,41700,9110,63400,4280
1981,2011-05-24,210500,141500,44500,9280,65800,4495
1982,2011-05-23,205000,136000,44400,9130,65500,4550
1983,2011-05-20,218000,144500,47400,9460,67900,4655
1984,2011-05-19,220000,141000,48000,9490,68400,4450
1985,2011-05-18,223500,144000,49100,9680,68800,4765
1986,2011-05-17,216500,141500,46000,9440,67200,4145
1987,2011-05-16,214000,138500,45800,9410,66500,4310
1988,2011-05-13,209500,132000,47150,9660,67100,4760
1989,2011-05-12,215500,134000,47300,9800,67900,4755
1990,2011-05-11,226000,143000,47750,9960,69100,4780
1991,2011-05-09,219500,139500,45850,10200,69200,4990
1992,2011-05-06,217000,139000,44650,10400,70400,5090
1993,2011-05-04,233000,146500,46450,10350,69300,4810
1994,2011-05-03,228000,146000,45600,10350,69300,4590
1995,2011-05-02,232500,153000,48800,10600,69800,4780
1996,2011-04-29,232000,159500,47700,9510,65500,4890
1997,2011-04-28,250000,167000,51900,9510,64900,4955
1998,2011-04-27,242000,158500,50500,9650,64500,4900
1999,2011-04-26,248500,161000,53900,9600,63200,4900
2000,2011-04-25,254000,158000,54300,9680,63400,5100
2001,2011-04-22,245000,156000,53800,9390,61900,5420
2002,2011-04-21,248500,154000,52400,9480,62600,5800
2003,2011-04-20,231000,140000,50800,9580,63700,5750
2004,2011-04-19,219500,143500,51400,9450,63500,5570
2005,2011-04-18,225000,148000,51400,9540,64200,5400
2006,2011-04-15,213500,138500,50000,9870,65600,5390
2007,2011-04-14,213000,145000,47450,9800,64900,5030
2008,2011-04-13,212500,148000,47750,9790,64700,5090
2009,2011-04-12,211000,147500,47100,9540,62800,5360
2010,2011-04-11,210500,152000,47800,9560,63100,5510
2011,2011-04-08,204000,150500,48300,9810,64800,5430
2012,2011-04-07,202000,152000,48500,9770,63700,4725
2013,2011-04-06,197500,153000,47200,9950,64600,5180
2014,2011-04-05,194500,149000,46500,10050,65500,4510
2015,2011-04-04,191000,143500,42650,10150,66100,3925
2016,2011-04-01,213000,152000,43100,10150,66800,3790
2017,2011-03-31,211000,152000,43300,9940,65800,3730
2018,2011-03-30,211500,152000,43100,9260,62300,3910
2019,2011-03-29,219500,159500,44300,9390,62200,4600
2020,2011-03-28,214000,152500,43800,9530,62000,4000
2021,2011-03-25,210000,148000,44250,9500,60600,3480
2022,2011-03-24,210500,150000,43900,9450,60300,3030
2023,2011-03-23,212500,143500,42600,9300,59700,2920
2024,2011-03-22,222500,144000,43750,9310,60100,3015
2025,2011-03-21,213500,140500,42800,9430,60400,3140
2026,2011-03-18,209500,140000,40800,8820,57800,3135
2027,2011-03-17,207500,139500,41400,8800,58500,3135
2028,2011-03-16,199500,138000,40200,9000,58700,2925
2029,2011-03-15,198500,139000,40750,8700,56500,3095
2030,2011-03-14,198500,140000,41650,8900,56900,2990
2031,2011-03-11,186000,124000,38100,9960,61400,3170
